column
8 11 ME PORTO BONITO , Bad Bunny & Chencho Corleone (Rimas) 8 (7)
9 10 HEAT WAVES , Glass Animals (Wolf Tone/ Polydor/ Republic) 76 (1) (5 WEEKS AT #1)
10 8 GLIMPSE OF US , Joji (88rising/ Warner) 3 (8)"
"11 12 BIG ENERGY , Latto (Streamcut/ RCA) 36 (3)
12 16 TITI ME PREGUNTO , Bad Bunny (Rimas) 8 (5)
13 18 THE KIND OF LOVE WE MAKE , Luke Combs (River House/ Columbia) 2 (13)
14 17 WASTED ON YOU , Morgan Wallen (Big Loud/ Republic) 33 (9)
15 19 STAY , the Kid LAROI & Justin Bieber (Grade A/ Columbia) 51 (1) (7 WEEKS AT #1)
16 22 I LIKE YOU (A HAPPIER SONG) , Post Malone featuring Doja Cat (Republic) 4 (9)
17 6 STICKY , Drake (OVO/ Republic) 2 (6)
18 24 LATE NIGHT TALKING , Harry Styles (Erskine/ Columbia) 6 (4)
19 27 NUMB LITTLE BUG , Em Beihold (Moon Projects/ Republic) 22 (19)
20 25 BOYFRIEND , Dove Cameron (Disruptor/ Columbia) 20 (16)"
"21 26 GHOST , Justin Bieber (Def Jam) 40 (5)
22 D LEFT AND RIGHT , Charlie Puth & Jung Kook (Atlantic) 1 (22)
23 31 GET INTO IT (YUH) , Doja Cat (Kemosabe/ RCA) 30 (23)
24 33 SUNROOF , Nicky Youre & dazy (Thirty Knots/ Columbia) 5 (24)
25 29 BAD HABITS , Ed Sheeran (Asylum) 53 (2)
26 32 MOSCOW MULE , Bad Bunny (Rimas) 8 (4)
27 30 ENEMY , Imagine Dragons X JID (Kidinakorner/ Warner Chappell/ Interscope) 32 (5)
28 35 COLD HEART (PNAU REMIX) , Elton John & Dua Lipa (EMI/ Mercury) 43 (7)
29 34 WOMAN , Doja Cat (Kemosabe/ RCA) 48 (7)
30 39 SHIVERS , Ed Sheeran (Asylum) 42 (4)"
"31 46 LIKE I LOVE COUNTRY MUSIC , Kane Brown (RCA Nashville) 6 (31)
32 40 PROVENZA , Karol G (Universal Music Latin) 10 (25)
33 38 SUPER GREMLIN , Kodak Black (Dollaz N Dealz/ Sniper Gang/ Atlantic) 34 (3)
34 67 VEGAS , Doja Cat (Kemosabe/ RCA) 4 (34)
35 43 TAKE MY NAME , Parmalee (Stoney Creek) 13 (22)
36 41 YOU PROOF , Morgan Wallen (Big Loud/ Republic) 7 (6)
37 37 THAT’S WHAT I WANT , Lil Nas X (Columbia) 41 (8)
38 76 SHE HAD ME AT HEADS CAROLINA , Cole Swindell (Warner Music Nashville) 5 (38)
39 50 SOMETHING IN THE ORANGE , Zach Bryan (Warner) 10 (37)
40 45 EFECTO , Bad Bunny (Rimas) 8 (34)"
"44 14 MASSIVE , Drake (OVO/ Republic) 2 (14)
47 36 BAM BAM , Camila Cabello featuring Ed Sheeran (Epic) 17 (21)
64 7 FALLING BACK , Drake (OVO/ Republic) 2 (7)
94 13 TEXTS GO GREEN , Drake (OVO/ Republic) 2 (13)
— 20 CALLING MY NAME , Drake (OVO/ Republic) 1 (20)
— 21 A KEEPER , Drake (OVO/ Republic) 1 (21)
— 23 CURRENTS , Drake (OVO/ Republic) 1 (23)
— 28 FLIGHT’S BOOKED , Drake (OVO/ Republic) 1 (28)"
"41 44 SWEETEST PIE , Megan Thee Stallion & Dua Lipa (1501 Certified/ 300) 16 (15)
42 59 DAMN STRAIT , Scotty McCreery (Triple Tigers) 13 (39)
43 54 TROUBLE WITH A HEARTBREAK , Jason Aldean (Broken Bow) 15 (32)
45 49 THOUSAND MILES , the Kid LAROI (Grade A/ Columbia) 10 (15)
46 60 FALL IN LOVE , Bailey Zimmerman (Hurricane Bailey Entertainment) 9 (46)
48 53 DESPUES DE LA PLAYA , Bad Bunny (Rimas) 8 (6)
49 51 PARTY , Bad Bunny & Rauw Alejandro (Rimas) 8 (14)
50 56 2STEP , Ed Sheeran featuring Lil Baby (Asylum/ Atlantic) 10 (50)"
"22 LEFT AND RIGHT , Charlie Puth & Jung Kook (Atlantic)
60 CAROLINA , Taylor Swift (Republic)
67 LATE TO DA PARTY (F*CK BET) , Lil Nas X & Youngboy Never Broke Again (Columbia)
72 FROM THE D 2 THE LBC , Eminem & Snoop Dogg (Aftermath/ Shady/ Interscope)
76 CALL ME EVERY DAY , Chris Brown featuring WizKid (CBE/ RCA)
78 PSYCHIC , Chris Brown featuring Jack Harlow (CBE/ RCA)
79 WE (WARM EMBRACE) , Chris Brown (CBE/ RCA)
91 BURGLARS & MURDERERS , Lil Durk featuring EST Gee (Only the Family/ Alamo/ Sony)
92 ADDICTED , Chris Brown featuring Lil Baby (CBE/ RCA)
95 DID SHIT TO ME , Lil Durk featuring Doodie Lo (Only the Family/ Alamo/ Sony)
98 POSSESSIVE , Chris Brown featuring Lil Wayne & BLEU (CBE"
"TW LW TITLE ARTIST (LABEL) WEEKS PEAK (#1)
1 1 AS IT WAS , Harry Styles (Erskine/ Columbia) 14 (1) (9 WEEKS AT #1)
2 3 ABOUT DAMN TIME , Lizzo (Nice Life/ Atlantic) 12 (2)
3 2 FIRST CLASS , Jack Harlow (Generation Now/ Atlantic) 13 (1) (3 WEEKS AT #1)
4 6 RUNNING UP THAT HILL (A DEAL WITH GOD) , Kate Bush (EMI) 26 (4)
5 4 WAIT FOR U , Future featuring Drake & Tems (Freebandz/ Epic) 10 (1) (1 WEEK AT #1)
6 5 JIMMY COOKS , Drake featuring 21 Savage (OVO/ Republic) 3 (1) (1 WEEK AT #1)
7 8 ME PORTO BONITO , Bad Bunny & Chencho Corleone (Rimas) 9 (7)
8 9 HEAT WAVES , Glass Animals (Wolf Tone/ Polydor/ Republic) 77 (1) (5 WEEKS AT #1)
9 7 BREAK MY SOUL , Beyonce (Parkwood/ Columbia) 3 (7)
10 11 BIG ENERGY , Latto (Streamcut/ RCA) 37 (3)"
"11 12 TITI ME PREGUNTO , Bad Bunny (Rimas) 9 (5)
12 14 WASTED ON YOU , Morgan Wallen (Big Loud/ Republic) 34 (9)
13 D HOT SHIT , Cardi B, Kanye West & Lil Durk (Atlantic) 1 (13)
14 10 GLIMPSE OF US , Joji (88rising/ Warner) 4 (8)
15 18 LATE NIGHT TALKING , Harry Styles (Erskine/ Columbia) 7 (4)
16 15 STAY , the Kid LAROI & Justin Bieber (Grade A/ Columbia) 52 (1) (7 WEEKS AT #1)
17 16 I LIKE YOU (A HAPPIER SONG) , Post Malone featuring Doja Cat (Republic) 5 (9)
18 19 NUMB LITTLE BUG , Em Beihold (Moon Projects/ Republic) 23 (18)
19 13 THE KIND OF LOVE WE MAKE , Luke Combs (River House/ Columbia) 3 (13)
20 24 SUNROOF , Nicky Youre & dazy (Thirty Knots/ Columbia) 6 (20)"
"21 23 GET INTO IT (YUH) , Doja Cat (Kemosabe/ RCA) 31 (21)
22 21 GHOST , Justin Bieber (Def Jam) 41 (5)
23 20 BOYFRIEND , Dove Cameron (Disruptor/ Columbia) 21 (16)
24 17 STICKY , Drake (OVO/ Republic) 3 (6)
25 25 BAD HABITS , Ed Sheeran (Asylum) 54 (2)
26 26 MOSCOW MULE , Bad Bunny (Rimas) 9 (4)
27 31 LIKE I LOVE COUNTRY MUSIC , Kane Brown (RCA Nashville) 7 (27)
28 36 YOU PROOF , Morgan Wallen (Big Loud/ Republic) 8 (6)
29 28 COLD HEART (PNAU REMIX) , Elton John & Dua Lipa (EMI/ Mercury) 44 (7)
30 27 ENEMY , Imagine Dragons X JID (Kidinakorner/ Warner Chappell/ Interscope) 33 (5)"
"31 34 VEGAS , Doja Cat (Kemosabe/ RCA) 5 (31)
32 29 WOMAN , Doja Cat (Kemosabe/ RCA) 49 (7)
33 38 SHE HAD ME AT HEADS CAROLINA , Cole Swindell (Warner Music Nashville) 6 (33)
34 30 SHIVERS , Ed Sheeran (Asylum) 43 (4)
35 33 SUPER GREMLIN , Kodak Black (Dollaz N Dealz/ Sniper Gang/ Atlantic) 35 (3)
36 32 PROVENZA , Karol G (Universal Music Latin) 11 (25)
37 39 SOMETHING IN THE ORANGE , Zach Bryan (Warner) 11 (37)
38 42 DAMN STRAIT , Scotty McCreery (Triple Tigers) 14 (38)
39 35 TAKE MY NAME , Parmalee (Stoney Creek) 14 (22)
40 D MASTER OF PUPPETS , Metallica (New Electric Way/ Music for Nations/ Elektra) 1 (40)"
"41 37 THAT’S WHAT I WANT , Lil Nas X (Columbia) 42 (8)
42 40 EFECTO , Bad Bunny (Rimas) 9 (34)
47 22 LEFT AND RIGHT , Charlie Puth & Jung Kook (Atlantic) 2 (22)"
"43 46 FALL IN LOVE , Bailey Zimmerman (Hurricane Bailey Entertainment) 10 (43)
44 62 I AIN’T WORRIED , OneRepublic (Interscope) 4 (44)
45 51 IN A MINUTE , Lil Baby (Quality Control/ Motown) 13 (14)
48 50 2STEP , Ed Sheeran featuring Lil Baby (Asylum/ Atlantic) 11 (48)"
"13 HOT SHIT , Cardi B, Kanye West & Lil Durk (Atlantic)
40 MASTER OF PUPPETS , Metallica (New Electric Way/ Music for Nations/ Elektra)
67 SON OF A SINNER , Jelly Roll (BBR Music Group)
70 GOOD LOVE , City Girls & Usher (Quality Control/ Motown/ Capitol)
71 WISHFUL DRINKING , Ingrid Andress with Sam Hunt (Warner Nashville)
76 COUNTRY ON , Luke Bryan (Row Crop/ Capitol Nashville)
77 re WHISKEY ON YOU , Nate Smith (Sony Music Nashville) 3 (77)
82 MORE , j-hope (Big Hit)
83 NUMB , Marshmello & Khalid (Joytime Collective/ Republic)
93 re LA CORRIENTE , Bad Bunny & Tony Dize (Rimas) 7 (32)
94 BONES , Imagine Dragons (Kidinakorner/ Interscope) 8 (87)
95 re UNTIL I FOUND YOU , Stephen Sanchez (Mercury/ Republic) 2 (95)
96 BEST THING SINCE BACKROADS , Jake Owen (Big Loud)
98 UNSTOPPABLE , Sia (Monkey Puzzle/ RCA)
99 RICH MINION , Yeat (Back Lot/ Field Trip/ Geffen)
100 BAD HABIT , Steve Lacy (L-M/ RCA)"
"TW LW TITLE , ARTIST (LABEL) WEEKS PEAK (#1)
1 1 AS IT WAS , Harry Styles (Erskine/ Columbia) 15 (1) (10 WEEKS AT #1)
2 2 ABOUT DAMN TIME , Lizzo (Nice Life/ Atlantic) 13 (2)
3 3 FIRST CLASS , Jack Harlow (Generation Now/ Atlantic) 14 (1) (3 WEEKS AT #1)
4 4 RUNNING UP THAT HILL (A DEAL WITH GOD) , Kate Bush (EMI) 27 (4)
5 5 WAIT FOR U , Future featuring Drake & Tems (Freebandz/ Epic) 11 (1) (1 WEEK AT #1)
6 7 ME PORTO BONITO , Bad Bunny & Chencho Corleone (Rimas) 10 (6)
7 8 HEAT WAVES , Glass Animals (Wolf Tone/ Polydor/ Republic) 78 (1) (5 WEEKS AT #1)
8 6 JIMMY COOKS , Drake featuring 21 Savage (OVO/ Republic) 4 (1) (1 WEEK AT #1)
9 9 BREAK MY SOUL , Beyonce (Parkwood/ Columbia) 4 (7)
10 10 BIG ENERGY , Latto (Streamcut/ RCA) 38 (3)"
"11 15 LATE NIGHT TALKING , Harry Styles (Erskine/ Columbia) 8 (4)
12 12 WASTED ON YOU , Morgan Wallen (Big Loud/ Republic) 35 (9)
13 11 TITI ME PREGUNTO , Bad Bunny (Rimas) 10 (5)
14 17 I LIKE YOU (A HAPPIER SONG) , Post Malone featuring Doja Cat (Republic) 6 (9)
15 16 STAY , the Kid LAROI & Justin Bieber (Grade A/ Columbia) 53 (1) (7 WEEKS AT #1)
16 14 GLIMPSE OF US , Joji (88rising/ Warner) 5 (8)
17 20 SUNROOF , Nicky Youre & dazy (Thirty Knots/ Columbia) 7 (17)
18 18 NUMB LITTLE BUG , Em Beihold (Moon Projects/ Republic) 24 (18)
19 19 THE KIND OF LOVE WE MAKE , Luke Combs (River House/ Columbia) 4 (13)
20 21 GET INTO IT (YUH) , Doja Cat (Kemosabe/ RCA) 32 (20)"
"21 22 GHOST , Justin Bieber (Def Jam) 42 (5)
22 28 YOU PROOF , Morgan Wallen (Big Loud/ Republic) 9 (6)
23 23 BOYFRIEND , Dove Cameron (Disruptor/ Columbia) 22 (16)
24 25 BAD HABITS , Ed Sheeran (Asylum) 55 (2)
25 33 SHE HAD ME AT HEADS CAROLINA , Cole Swindell (Warner Music Nashville) 7 (25)
26 27 LIKE I LOVE COUNTRY MUSIC , Kane Brown (RCA Nashville) 8 (26)
27 26 MOSCOW MULE , Bad Bunny (Rimas) 10 (4)
28 24 STICKY , Drake (OVO/ Republic) 4 (6)
29 29 COLD HEART (PNAU REMIX) , Elton John & Dua Lipa (EMI/ Mercury) 45 (7)
30 37 SOMETHING IN THE ORANGE , Zach Bryan (Warner) 12 (30)"
"31 44 I AIN’T WORRIED , OneRepublic (Interscope) 5 (31)
32 31 VEGAS , Doja Cat (Kemosabe/ RCA) 6 (31)
33 34 SHIVERS , Ed Sheeran (Asylum) 44 (4)
34 13 HOT SHIT , Cardi B, Kanye West & Lil Durk (Atlantic) 2 (13)
35 40 MASTER OF PUPPETS , Metallica (New Electric Way/ Music for Nations/ Elektra) 2 (35)
36 30 ENEMY , Imagine Dragons X JID (Kidinakorner/ Warner Chappell/ Interscope) 34 (5)
37 43 FALL IN LOVE , Bailey Zimmerman (Hurricane Bailey Entertainment) 11 (37)
38 38 DAMN STRAIT , Scotty McCreery (Triple Tigers) 15 (38)
39 36 PROVENZA , Karol G (Universal Music Latin) 12 (25)
40 32 WOMAN , Doja Cat (Kemosabe/ RCA) 50 (7)"
"41 35 SUPER GREMLIN , Kodak Black (Dollaz N Dealz/ Sniper Gang/ Atlantic) 36 (3)
45 39 TAKE MY NAME , Parmalee (Stoney Creek) 15 (22)"
"42 D ALL MINE , Brent Faiyaz (Lost Kids/ Venice/ Stem) 1 (42)
43 45 IN A MINUTE , Lil Baby (Quality Control/ Motown) 14 (14)
46 49 THOUSAND MILES , the Kid LAROI (Grade A/ Columbia) 12 (15)
48 48 2STEP , Ed Sheeran featuring Lil Baby (Asylum/ Atlantic) 12 (48)
49 54 ROCK AND A HARD PLACE , Bailey Zimmerman (Warner Music Nashville) 5 (24)
50 100 BAD HABIT , Steve Lacy (L-M/ RCA) 2 (50)"
"42 ALL MINE , Brent Faiyaz (Lost Kids/ Venice/ Stem)
52 LOOSE CHANGE , Brent Faiyaz (Lost Kids/ Venice/ Stem)
67 PRICE OF FAME , Brent Faiyaz (Lost Kids/ Venice/ Stem)
68 BETTY (GET MONEY) , Yung Gravy (Republic)
74 GRAVITY , Brent Faiyaz & DJ Dahi featuring Tyler, the Creator (Lost Kids/ Venice/ Stem)
84 ROLLING STONE , Brent Faiyaz (Lost Kids/ Venice/ Stem)
86 LAST LAST , Burna Boy (Atlantic)
91 GHETTO GATSBY , Brent Faiyaz featuring Alicia Keys (Lost Kids/ Venice/ Stem)
93 HEAL YOUR HEART (INTERLUDE) , Brent Faiyaz (Lost Kids/ Venice/ Stem)
97 FYTB , Brent Faiyaz featuring Joony (Lost Kids/ Venice/ Stem)
98 re WASTING TIME , Brent Faiyaz featuring Drake & the Neptunes (Lost Kids/ Venice/ Stem) 3 (49)"
"TW LW TITLE ARTIST (LABEL) WEEKS PEAK (#1)
1 2 ABOUT DAMN TIME , Lizzo (Nice Life/ Atlantic) 14 (1) (1 WEEK AT #1)
2 1 AS IT WAS , Harry Styles (Erskine/ Columbia) 16 (1) (10 WEEKS AT #1)
3 4 RUNNING UP THAT HILL (A DEAL WITH GOD) , Kate Bush (EMI) 28 (3)
4 3 FIRST CLASS , Jack Harlow (Generation Now/ Atlantic) 15 (1) (3 WEEKS AT #1)
5 5 WAIT FOR U , Future featuring Drake & Tems (Freebandz/ Epic) 12 (1) (1 WEEK AT #1)
6 6 ME PORTO BONITO , Bad Bunny & Chencho Corleone (Rimas) 11 (6)
7 9 BREAK MY SOUL , Beyonce (Parkwood/ Columbia) 5 (7)
8 7 HEAT WAVES , Glass Animals (Wolf Tone/ Polydor/ Republic) 79 (1) (5 WEEKS AT #1)
9 11 LATE NIGHT TALKING , Harry Styles (Erskine/ Columbia) 9 (4)
10 8 JIMMY COOKS , Drake featuring 21 Savage (OVO/ Republic) 5 (1) (1 WEEK AT #1)"
"11 10 BIG ENERGY , Latto (Streamcut/ RCA) 38 (3)
12 14 I LIKE YOU (A HAPPIER SONG) , Post Malone featuring Doja Cat (Republic) 7 (9)
13 12 WASTED ON YOU , Morgan Wallen (Big Loud/ Republic) 36 (9)
14 50 BAD HABIT , Steve Lacy (L-M/ RCA) 3 (14)
15 13 TITI ME PREGUNTO , Bad Bunny (Rimas) 11 (5)
16 17 SUNROOF , Nicky Youre & dazy (Thirty Knots/ Columbia) 8 (16)
17 19 THE KIND OF LOVE WE MAKE , Luke Combs (River House/ Columbia) 5 (13)
18 15 STAY , the Kid LAROI & Justin Bieber (Grade A/ Columbia) 54 (1) (7 WEEKS AT #1)
19 16 GLIMPSE OF US , Joji (88rising/ Warner) 6 (8)
20 18 NUMB LITTLE BUG , Em Beihold (Moon Projects/ Republic) 25 (18)"
"21 21 GHOST , Justin Bieber (Def Jam) 43 (5)
22 20 GET INTO IT (YUH) , Doja Cat (Kemosabe/ RCA) 33 (20)
23 22 YOU PROOF , Morgan Wallen (Big Loud/ Republic) 10 (6)
24 27 MOSCOW MULE , Bad Bunny (Rimas) 11 (4)
25 24 BAD HABITS , Ed Sheeran (Asylum) 56 (2)
26 25 SHE HAD ME AT HEADS CAROLINA , Cole Swindell (Warner Music Nashville) 8 (25)
27 31 I AIN’T WORRIED , OneRepublic (Interscope) 6 (27)
28 33 SHIVERS , Ed Sheeran (Asylum) 45 (4)
29 29 COLD HEART (PNAU REMIX) , Elton John & Dua Lipa (EMI/ Mercury) 46 (7)
30 23 BOYFRIEND , Dove Cameron (Disruptor/ Columbia) 23 (16)"
"31 32 VEGAS , Doja Cat (Kemosabe/ RCA) 7 (31)
32 28 STICKY , Drake (OVO/ Republic) 5 (6)
33 30 SOMETHING IN THE ORANGE , Zach Bryan (Warner) 13 (30)
34 43 IN A MINUTE , Lil Baby (Quality Control/ Motown) 15 (14)
35 37 FALL IN LOVE , Bailey Zimmerman (Hurricane Bailey Entertainment) 12 (35)
36 34 HOT SHIT , Cardi B, Kanye West & Lil Durk (Atlantic) 3 (13)
37 26 LIKE I LOVE COUNTRY MUSIC , Kane Brown (RCA Nashville) 9 (26)
38 36 ENEMY , Imagine Dragons X JID (Kidinakorner/ Warner Chappell/ Interscope) 35 (5)
39 38 DAMN STRAIT , Scotty McCreery (Triple Tigers) 16 (38)
40 40 WOMAN , Doja Cat (Kemosabe/ RCA) 51 (7)"
"41 39 PROVENZA , Karol G (Universal Music Latin) 13 (25)
50 35 MASTER OF PUPPETS , Metallica (New Electric Way/ Music for Nations/ Elektra) 3 (35)"
"42 49 ROCK AND A HARD PLACE , Bailey Zimmerman (Warner Music Nashville) 6 (24)
44 44 THAT’S WHAT I WANT , Lil Nas X (Columbia) 44 (8)
45 47 EFECTO , Bad Bunny (Rimas) 11 (34)
48 53 WHAT HAPPENED TO VIRGIL , Lil Durk featuring Gunna (Alamo/ Sony Music) 19 (22)
49 54 SWEETEST PIE , Megan Thee Stallion & Dua Lipa (1501 Certified/ 300) 19 (15)"
"77 re SEE WAT I’M SAYIN , Moneybagg Yo (Roc Nation/ Bread Gang/ N-Less/ Collective Music/ Interscope) 2 (59)
83 re BEST THING SINCE BACKROADS , Jake Owen (Big Loud) 2 (83)
84 2 BE LOVED (AM I READY) , Lizzo (Nice Life/ Atlantic)
85 TRUTH ABOUT YOU , Mitchell Tenpenny (Riser House Entertainment/ Columbia Nashville)
86 re BONES , Imagine Dragons (Kidinakorner/ Interscope) 9 (86)
90 FREE MIND , Tems (Leading Vibes)
92 re UNTIL I FOUND YOU , Stephen Sanchez (Mercury/ Republic) 3 (92)
94 AT THE END OF A BAR , Chris Young with Mitchell Tenpenny (RCA)
96 ARSON , j-hope (Bit Hit)
97 re RIGHT ON , Lil Baby (Quality Control/ Motown) 14 (13)
99 re LA CORRIENTE , Bad Bunny & Tony Dize (Rimas) 8 (32)
100 PICK ME UP , Gabby Barrett (Warner Nashville)"
"TW LW TITLE , ARTIST (LABEL) WEEKS PEAK (#1)
1 1 ABOUT DAMN TIME , Lizzo (Nice Life/ Atlantic) 15 (1) (2 WEEKS AT #1)
2 2 AS IT WAS , Harry Styles (Erskine/ Columbia) 17 (1) (10 WEEKS AT #1)
3 3 RUNNING UP THAT HILL (A DEAL WITH GOD) , Kate Bush (EMI) 29 (3)
4 4 FIRST CLASS , Jack Harlow (Generation Now/ Atlantic) 16 (1) (3 WEEKS AT #1)
5 5 WAIT FOR U , Future featuring Drake & Tems (Freebandz/ Epic) 13 (1) (1 WEEK AT #1)
6 7 BREAK MY SOUL , Beyonce (Parkwood/ Columbia) 6 (6)
7 9 LATE NIGHT TALKING , Harry Styles (Erskine/ Columbia) 10 (4)
8 6 ME PORTO BONITO , Bad Bunny & Chencho Corleone (Rimas) 12 (6)
9 12 I LIKE YOU (A HAPPIER SONG) , Post Malone featuring Doja Cat (Republic) 8 (9)
10 8 HEAT WAVES , Glass Animals (Wolf Tone/ Polydor/ Republic) 80 (1) (5 WEEKS AT #1)"
"11 14 BAD HABIT , Steve Lacy (L-M/ RCA) 4 (11)
12 16 SUNROOF , Nicky Youre & dazy (Thirty Knots/ Columbia) 9 (12)
13 11 BIG ENERGY , Latto (Streamcut/ RCA) 40 (3)
14 13 WASTED ON YOU , Morgan Wallen (Big Loud/ Republic) 37 (9)
15 10 JIMMY COOKS , Drake featuring 21 Savage (OVO/ Republic) 6 (1) (1 WEEK AT #1)
16 15 TITI ME PREGUNTO , Bad Bunny (Rimas) 12 (5)
17 17 THE KIND OF LOVE WE MAKE , Luke Combs (River House/ Columbia) 6 (13)
18 18 STAY , the Kid LAROI & Justin Bieber (Grade A/ Columbia) 55 (1) (7 WEEKS AT #1)
19 20 NUMB LITTLE BUG , Em Beihold (Moon Projects/ Republic) 26 (18)
20 21 GHOST , Justin Bieber (Def Jam) 44 (5)"
"21 19 GLIMPSE OF US , Joji (88rising/ Warner) 7 (8)
22 23 YOU PROOF , Morgan Wallen (Big Loud/ Republic) 11 (6)
23 22 GET INTO IT (YUH) , Doja Cat (Kemosabe/ RCA) 34 (20)
24 27 I AIN’T WORRIED , OneRepublic (Interscope) 7 (24)
25 26 SHE HAD ME AT HEADS CAROLINA , Cole Swindell (Warner Music Nashville) 9 (25)
26 24 MOSCOW MULE , Bad Bunny (Rimas) 12 (4)
27 28 SHIVERS , Ed Sheeran (Asylum) 46 (4)
28 31 VEGAS , Doja Cat (Kemosabe/ RCA) 8 (28)
29 29 COLD HEART (PNAU REMIX) , Elton John & Dua Lipa (EMI/ Mercury) 47 (7)
30 37 LIKE I LOVE COUNTRY MUSIC , Kane Brown (RCA Nashville) 10 (26)"
"31 34 IN A MINUTE , Lil Baby (Quality Control/ Motown) 16 (14)
32 39 DAMN STRAIT , Scotty McCreery (Triple Tigers) 17 (32)
33 42 ROCK AND A HARD PLACE , Bailey Zimmerman (Warner Music Nashville) 7 (24)
34 41 PROVENZA , Karol G (Universal Music Latin) 14 (25)
35 30 BOYFRIEND , Dove Cameron (Disruptor/ Columbia) 24 (16)
36 32 STICKY , Drake (OVO/ Republic) 6 (6)
37 35 FALL IN LOVE , Bailey Zimmerman (Hurricane Bailey Entertainment) 13 (35)
38 38 ENEMY , Imagine Dragons X JID (Kidinakorner/ Warner Chappell/ Interscope) 36 (5)
39 43 SUPER GREMLIN , Kodak Black (Dollaz N Dealz/ Sniper Gang/ Atlantic) 38 (3)
40 58 LAST NIGHT LONELY , Jon Pardi (Capitol Nashville) 9 (40)"
"41 33 SOMETHING IN THE ORANGE , Zach Bryan (Warner) 14 (30)
43 40 WOMAN , Doja Cat (Kemosabe/ RCA) 52 (7)
45 36 HOT SHIT , Cardi B, Kanye West & Lil Durk (Atlantic) 4 (13)
— 25 BAD HABITS , Ed Sheeran (Asylum) 56 (2)"
"42 44 THAT’S WHAT I WANT , Lil Nas X (Columbia) 45 (8)
44 45 EFECTO , Bad Bunny (Rimas) 12 (34)
46 46 TAKE MY NAME , Parmalee (Stoney Creek) 17 (22)
47 51 LEFT AND RIGHT , Charlie Puth & Jung Kook (Atlantic) 5 (22)
48 54 5 FOOT 9 , Tyler Hubbard (EMI Nashville) 7 (48)
49 49 SWEETEST PIE , Megan Thee Stallion & Dua Lipa (1501 Certified/ 300) 20 (15)"
"52 TV , Billie Eilish (Darkroom/ Interscope)
55 PRESSURELICIOUS , Megan Thee Stallion featuring Future (1501 Certified/ 300 Entertainment)
65 PROGRESS , John Rich (Self-released)
79 the 30th , Billie Eilish (Darkroom/ Interscope)
90 WITH A WOMAN YOU LOVE , Justin Moore (Valory)
91 LOVE LOST , Mac Miller (Self-released)
94 VETTE MOTORS , YoungBoy Never Broke Again (Never Broke Again/ Atlantic)
97 ARE YOU ENTERTAINED , Russ & Ed Sheeran (Diemon/ Asylum)
98 BZRP MUSIC SESSIONS, VOL. 52 , Bizarrap & Quevedo (Dale Play)"
"1 6 BREAK MY SOUL , Beyonce (Parkwood/ Columbia) 7 (1) (1 WEEK AT #1)
2 1 ABOUT DAMN TIME , Lizzo (Nice Life/ Atlantic) 16 (1) (2 WEEKS AT #1)
3 2 AS IT WAS , Harry Styles (Erskine/ Columbia) 18 (1) (10 WEEKS AT #1)
4 3 RUNNING UP THAT HILL (A DEAL WITH GOD) , Kate Bush (EMI) 30 (3)
5 5 WAIT FOR U , Future featuring Drake & Tems (Freebandz/ Epic) 14 (1) (1 WEEK AT #1)
6 4 FIRST CLASS , Jack Harlow (Generation Now/ Atlantic) 17 (1) (3 WEEKS AT #1)
7 11 BAD HABIT , Steve Lacy (L-M/ RCA) 5 (7)
8 8 ME PORTO BONITO , Bad Bunny & Chencho Corleone (Rimas) 13 (6)
9 12 SUNROOF , Nicky Youre & dazy (Thirty Knots/ Columbia) 10 (9)
10 7 LATE NIGHT TALKING , Harry Styles (Erskine/ Columbia) 11 (4)"
"11 9 I LIKE YOU (A HAPPIER SONG) , Post Malone featuring Doja Cat (Republic) 9 (9)
12 10 HEAT WAVES , Glass Animals (Wolf Tone/ Polydor/ Republic) 81 (1) (5 WEEKS AT #1)
13 D CUFF IT , Beyonce (Parkwood/ Columbia) 1 (13)
14 17 THE KIND OF LOVE WE MAKE , Luke Combs (River House/ Columbia) 7 (13)
15 14 WASTED ON YOU , Morgan Wallen (Big Loud/ Republic) 38 (9)
16 16 TITI ME PREGUNTO , Bad Bunny (Rimas) 13 (5)
17 18 STAY , the Kid LAROI & Justin Bieber (Grade A/ Columbia) 56 (1) (7 WEEKS AT #1)
18 13 BIG ENERGY , Latto (Streamcut/ RCA) 41 (3)
19 D ALIEN SUPERSTAR , Beyonce (Parkwood/ Columbia) 1 (19)
20 15 JIMMY COOKS , Drake featuring 21 Savage (OVO/ Republic) 7 (1) (1 WEEK AT #1)"
"21 22 YOU PROOF , Morgan Wallen (Big Loud/ Republic) 12 (6)
22 D CHURCH GIRL , Beyonce (Parkwood/ Columbia) 1 (22)
23 24 I AIN’T WORRIED , OneRepublic (Interscope) 8 (23)
24 19 NUMB LITTLE BUG , Em Beihold (Moon Projects/ Republic) 27 (18)
25 25 SHE HAD ME AT HEADS CAROLINA , Cole Swindell (Warner Music Nashville) 10 (25)
26 D I’M THAT GIRL , Beyonce (Parkwood/ Columbia) 1 (26)
27 D ENERGY , Beyonce featuring BEAM (Parkwood/ Columbia) 1 (27)
28 21 GLIMPSE OF US , Joji (88rising/ Warner) 8 (8)
29 20 GHOST , Justin Bieber (Def Jam) 45 (5)
30 D COZY , Beyonce (Parkwood/ Columbia) 1 (30)"
"31 23 GET INTO IT (YUH) , Doja Cat (Kemosabe/ RCA) 35 (20)
